"Layer","File","LineStart","LineEnd","Function","Type","Exported","Owner","Calls","UsedBy","Cluster","Class","Action","Status"
"Services","!KRT/Services/Raid.lua","305","311","cancelRaidInstanceChecks","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Raid.lua","312","322","runLiveRaidInstanceCheck","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Raid.lua","323","333","createRaidSessionWithReason","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Raid.lua","334","340","shouldIgnoreBossKillNpcId","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Raid.lua","341","362","findRecentBossKillByName","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Raid.lua","363","366","module:GetRosterVersion","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Raid.lua","367","391","module:PublishRosterDelta","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Raid.lua","392","406","module:GetRaid","method_colon","Yes","module","","","","name-collision","rename","new"
"Services","!KRT/Services/Raid.lua","407","410","module:ResolveRaid","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Raid.lua","411","417","module:InvalidateRaidRuntime","method_colon","Yes","module","","","","name-collision","rename","new"
"Services","!KRT/Services/Raid.lua","418","438","module:IsSyntheticPlayerActive","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Raid.lua","439","442","module:CancelInstanceChecks","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Raid.lua","443","458","module:ScheduleInstanceChecks","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Raid.lua","459","467","module:IsIgnoredItem","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Raid.lua","468","667","module:UpdateRaidRoster","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Raid.lua","668","755","module:Create","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Raid.lua","756","763","module:EnsureStableIds","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Raid.lua","764","786","module:GetBossByNid","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Raid.lua","787","810","module:GetLootByNid","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Raid.lua","811","849","module:End","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Raid.lua","850","876","module:Check","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Raid.lua","877","911","module:FirstCheck","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Raid.lua","912","953","module:AddPlayer","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Raid.lua","954","1045","module:AddBoss","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Raid.lua","1046","1193","module:AddLoot","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Raid.lua","1194","1264","module:LogTradeOnlyLoot","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Raid.lua","1265","1279","module:GetPlayerCountByNid","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Raid.lua","1280","1306","module:SetPlayerCountByNid","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Raid.lua","1307","1329","module:AddPlayerCountByNid","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Raid.lua","1330","1368","module:AddPlayerCount","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Raid.lua","1369","1379","module:GetPlayerCount","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Raid.lua","1380","1390","module:SetPlayerCount","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Raid.lua","1391","1401","module:IncrementPlayerCount","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Raid.lua","1402","1419","module:DecrementPlayerCount","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Raid.lua","1420","1434","module:IsPlayerInRaid","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Raid.lua","1435","1439","module:GetNumRaid","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Raid.lua","1440","1454","module:GetRaidSize","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Raid.lua","1455","1472","module:Expired","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Raid.lua","1473","1496","module:GetLoot","method_colon","Yes","module","","","","name-collision","rename","new"
"Services","!KRT/Services/Raid.lua","1497","1528","module:GetLootID","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Raid.lua","1529","1566","module:GetHeldLootNid","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Raid.lua","1567","1596","module:GetLootNidByRollSessionId","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Raid.lua","1597","1627","module:GetBosses","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Raid.lua","1628","1668","module:GetPlayers","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Raid.lua","1669","1703","module:GetLootCounterRows","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Raid.lua","1704","1723","module:CheckPlayer","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Raid.lua","1724","1742","module:GetPlayerID","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Raid.lua","1743","1762","module:GetPlayerName","method_colon","Yes","module","","","","name-collision","rename","new"
"Services","!KRT/Services/Raid.lua","1763","1784","module:GetPlayerLoot","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Raid.lua","1785","1808","module:GetPlayerRank","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Raid.lua","1809","1819","module:GetPlayerClass","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Raid.lua","1820","1853","module:GetUnitID","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Raid.lua","1854","1859","module:IsMasterLoot","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Raid.lua","1860","1878","module:IsMasterLooter","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Raid.lua","1879","1885","module:ClearRaidIcons","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Reserves.lua","59","62","normalizeImportMode","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Reserves.lua","63","66","importModeToOptionValue","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Reserves.lua","67","91","setImportMode","local_function","No","local","","","","name-collision","rename","new"
"Services","!KRT/Services/Reserves.lua","92","112","resolvePlayerNameDisplay","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Reserves.lua","113","134","copyReserveEntryForSave","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Reserves.lua","135","160","warnLegacyReservesPayload","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Reserves.lua","161","225","buildRuntimeReservesData","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Reserves.lua","226","234","applyRuntimeReservesData","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Reserves.lua","235","261","buildSavedReservesData","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Reserves.lua","262","296","markPendingItem","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Reserves.lua","297","303","getPendingItemInfo","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Reserves.lua","304","311","clearDisplayRefreshQueue","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Reserves.lua","312","325","flushDisplayRefresh","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Reserves.lua","326","340","scheduleDisplayRefresh","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Reserves.lua","341","359","completePendingItem","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Reserves.lua","360","374","normalizeClassToken","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Reserves.lua","375","383","getClassColorStr","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Reserves.lua","384","408","colorizeReserveName","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Reserves.lua","409","452","addReservePlayer","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Reserves.lua","453","485","getMetaForPlayer","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Reserves.lua","486","508","formatReservePlayerName","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Reserves.lua","509","537","sortPlayersForDisplay","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Reserves.lua","538","554","buildPlayerTokens","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Reserves.lua","555","559","formatReservePlayerNameBase","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Reserves.lua","560","622","buildPlayersTooltipLines","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Reserves.lua","623","642","buildPlayersText","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Reserves.lua","643","649","getReserveSource","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Reserves.lua","650","654","Service:FormatReserveItemIdLabel","method_colon","Yes","Service","","","reserves.formatters.FormatReserveItemIdLabel","clone-near","merge","new"
"Services","!KRT/Services/Reserves.lua","655","661","Service:FormatReserveDroppedBy","method_colon","Yes","Service","","","reserves.formatters.FormatReserveDroppedBy","clone-near","merge","new"
"Services","!KRT/Services/Reserves.lua","662","665","Service:FormatReserveItemFallback","method_colon","Yes","Service","","","reserves.formatters.FormatReserveItemFallback","clone-near","merge","new"
"Services","!KRT/Services/Reserves.lua","666","760","RebuildIndex","field_closure","Yes","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Reserves.lua","761","767","Service:Save","method_colon","Yes","Service","","","","name-collision","rename","new"
"Services","!KRT/Services/Reserves.lua","768","805","Service:Load","method_colon","Yes","Service","","","","name-collision","rename","new"
"Services","!KRT/Services/Reserves.lua","806","818","Service:ResetSaved","method_colon","Yes","Service","","","","name-collision","rename","new"
"Services","!KRT/Services/Reserves.lua","819","822","Service:HasData","method_colon","Yes","Service","","","","name-collision","rename","new"
"Services","!KRT/Services/Reserves.lua","823","832","Service:HasItemReserves","method_colon","Yes","Service","","","","name-collision","rename","new"
"Services","!KRT/Services/Reserves.lua","833","850","Service:GetReserve","method_colon","Yes","Service","","","","name-collision","rename","new"
"Services","!KRT/Services/Reserves.lua","851","857","Service:GetAllReserves","method_colon","Yes","Service","","","","name-collision","rename","new"
"Services","!KRT/Services/Reserves.lua","858","865","Service:GetImportMode","method_colon","Yes","Service","","","","name-collision","rename","new"
"Services","!KRT/Services/Reserves.lua","866","869","Service:SetImportMode","method_colon","Yes","Service","","","","name-collision","rename","new"
"Services","!KRT/Services/Reserves.lua","870","873","Service:IsPlusSystem","method_colon","Yes","Service","","","","name-collision","rename","new"
"Services","!KRT/Services/Reserves.lua","874","880","Service:IsMultiReserve","method_colon","Yes","Service","","","","name-collision","rename","new"
"Services","!KRT/Services/Reserves.lua","881","887","cleanCSVField","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Reserves.lua","888","913","splitCSVLine","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Reserves.lua","914","928","buildHeaderMap","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Reserves.lua","929","935","getField","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Reserves.lua","936","939","readCSVField","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Reserves.lua","940","946","normalizeOptionalCSVField","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Reserves.lua","947","973","buildParsedCSVRow","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Reserves.lua","974","985","appendParsedCSVRow","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Reserves.lua","986","1029","parseCSVRows","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Reserves.lua","1030","1064","validatePlusRows","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Reserves.lua","1065","1117","aggregateRows","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Reserves.lua","1118","1120","Validate","field_closure","Yes","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Reserves.lua","1121","1128","Aggregate","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Services","!KRT/Services/Reserves.lua","1129","1133","Aggregate","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Services","!KRT/Services/Reserves.lua","1134","1138","Service:GetImportStrategy","method_colon","Yes","Service","","","","name-collision","rename","new"
"Services","!KRT/Services/Reserves.lua","1139","1188","Service:ParseImport","method_colon","Yes","Service","","","","name-collision","rename","new"
"Services","!KRT/Services/Reserves.lua","1189","1212","Service:ApplyImport","method_colon","Yes","Service","","","","name-collision","rename","new"
"Services","!KRT/Services/Reserves.lua","1213","1227","Service:ParseCSV","method_colon","Yes","Service","","","","name-collision","rename","new"
"Services","!KRT/Services/Reserves.lua","1228","1274","Service:QueryItemInfo","method_colon","Yes","Service","","","","name-collision","rename","new"
"Services","!KRT/Services/Reserves.lua","1275","1310","Service:QueryMissingItems","method_colon","Yes","Service","","","","name-collision","rename","new"
"Services","!KRT/Services/Reserves.lua","1311","1352","Service:UpdateReserveItemData","method_colon","Yes","Service","","","","name-collision","rename","new"
"Services","!KRT/Services/Reserves.lua","1353","1361","Service:GetReserveCountForItem","method_colon","Yes","Service","","","","name-collision","rename","new"
"Services","!KRT/Services/Reserves.lua","1362","1392","Service:GetReserveEntryForItem","method_colon","Yes","Service","","","","name-collision","rename","new"
"Services","!KRT/Services/Reserves.lua","1393","1403","Service:GetPlusForItem","method_colon","Yes","Service","","","","name-collision","rename","new"
"Services","!KRT/Services/Reserves.lua","1404","1451","Service:HasMultiReserveForItem","method_colon","Yes","Service","","","","name-collision","rename","new"
"Services","!KRT/Services/Reserves.lua","1452","1479","Service:GetPlayersForItem","method_colon","Yes","Service","","","","name-collision","rename","new"
"Services","!KRT/Services/Reserves.lua","1480","1487","Service:FormatReservedPlayersLine","method_colon","Yes","Service","","","","name-collision","rename","new"
"Services","!KRT/Services/Reserves.lua","1488","1503","Service:GetDisplayList","method_colon","Yes","Service","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Reserves.lua","1504","1510","Service:IsSourceCollapsed","method_colon","Yes","Service","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Reserves.lua","1511","1520","Service:ToggleSourceCollapsed","method_colon","Yes","Service","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Reserves.lua","1521","1527","Service:HasPendingItem","method_colon","Yes","Service","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Reserves.lua","1528","1531","module:Save","method_colon","Yes","module","","","","name-collision","rename","new"
"Services","!KRT/Services/Reserves.lua","1532","1535","module:Load","method_colon","Yes","module","","","","name-collision","rename","new"
"Services","!KRT/Services/Reserves.lua","1536","1539","module:ResetSaved","method_colon","Yes","module","","","","name-collision","rename","new"
"Services","!KRT/Services/Reserves.lua","1540","1543","module:HasData","method_colon","Yes","module","","","","name-collision","rename","new"
"Services","!KRT/Services/Reserves.lua","1544","1547","module:HasItemReserves","method_colon","Yes","module","","","","name-collision","rename","new"
"Services","!KRT/Services/Reserves.lua","1548","1551","module:GetReserve","method_colon","Yes","module","","","","name-collision","rename","new"
"Services","!KRT/Services/Reserves.lua","1552","1555","module:FormatReserveItemIdLabel","method_colon","Yes","module","","","reserves.formatters.FormatReserveItemIdLabel","clone-near","merge","new"
"Services","!KRT/Services/Reserves.lua","1556","1559","module:FormatReserveDroppedBy","method_colon","Yes","module","","","reserves.formatters.FormatReserveDroppedBy","clone-near","merge","new"
"Services","!KRT/Services/Reserves.lua","1560","1563","module:FormatReserveItemFallback","method_colon","Yes","module","","","reserves.formatters.FormatReserveItemFallback","clone-near","merge","new"
"Services","!KRT/Services/Reserves.lua","1564","1567","module:GetAllReserves","method_colon","Yes","module","","","","name-collision","rename","new"
"Services","!KRT/Services/Reserves.lua","1568","1571","module:GetImportMode","method_colon","Yes","module","","","","name-collision","rename","new"
"Services","!KRT/Services/Reserves.lua","1572","1575","module:SetImportMode","method_colon","Yes","module","","","","name-collision","rename","new"
"Services","!KRT/Services/Reserves.lua","1576","1579","module:IsPlusSystem","method_colon","Yes","module","","","","name-collision","rename","new"
"Services","!KRT/Services/Reserves.lua","1580","1583","module:IsMultiReserve","method_colon","Yes","module","","","","name-collision","rename","new"
"Services","!KRT/Services/Reserves.lua","1584","1587","module:GetImportStrategy","method_colon","Yes","module","","","","name-collision","rename","new"
"Services","!KRT/Services/Reserves.lua","1588","1591","module:ParseImport","method_colon","Yes","module","","","","name-collision","rename","new"
"Services","!KRT/Services/Reserves.lua","1592","1595","module:ApplyImport","method_colon","Yes","module","","","","name-collision","rename","new"
"Services","!KRT/Services/Reserves.lua","1596","1599","module:ParseCSV","method_colon","Yes","module","","","","name-collision","rename","new"
"Services","!KRT/Services/Reserves.lua","1600","1603","module:QueryItemInfo","method_colon","Yes","module","","","","name-collision","rename","new"
"Services","!KRT/Services/Reserves.lua","1604","1607","module:QueryMissingItems","method_colon","Yes","module","","","","name-collision","rename","new"
"Services","!KRT/Services/Reserves.lua","1608","1611","module:UpdateReserveItemData","method_colon","Yes","module","","","","name-collision","rename","new"
"Services","!KRT/Services/Reserves.lua","1612","1615","module:GetReserveCountForItem","method_colon","Yes","module","","","","name-collision","rename","new"
"Services","!KRT/Services/Reserves.lua","1616","1619","module:GetReserveEntryForItem","method_colon","Yes","module","","","","name-collision","rename","new"
"Services","!KRT/Services/Reserves.lua","1620","1623","module:GetPlusForItem","method_colon","Yes","module","","","","name-collision","rename","new"
"Services","!KRT/Services/Reserves.lua","1624","1627","module:HasMultiReserveForItem","method_colon","Yes","module","","","","name-collision","rename","new"
"Services","!KRT/Services/Reserves.lua","1628","1631","module:GetPlayersForItem","method_colon","Yes","module","","","","name-collision","rename","new"
"Services","!KRT/Services/Reserves.lua","1632","1635","module:FormatReservedPlayersLine","method_colon","Yes","module","","","","name-collision","rename","new"
"Services","!KRT/Services/Rolls.lua","36","39","getLootModule","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","40","43","getRaidService","local_function","No","local","","","","clone-exact","merge","new"
"Services","!KRT/Services/Rolls.lua","44","47","getReservesService","local_function","No","local","","","","clone-exact","merge","new"
"Services","!KRT/Services/Rolls.lua","48","55","getReserveCountForItem","local_function","No","local","","","","name-collision","rename","new"
"Services","!KRT/Services/Rolls.lua","56","63","getPlusForItem","local_function","No","local","","","","name-collision","rename","new"
"Services","!KRT/Services/Rolls.lua","64","71","isPlusSystemEnabled","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","72","198","GetItem","field_closure","Yes","local","","","","structural-pattern","extract","new"
"Services","!KRT/Services/Rolls.lua","199","209","getRollSession","local_function","No","local","","","","name-collision","rename","new"
"Services","!KRT/Services/Rolls.lua","210","220","normalizeCandidateKey","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","221","224","clearTieRerollFilter","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","225","256","setTieRerollFilter","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","257","268","isTieRerollRestricted","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","269","276","getManualExclusionEntry","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","277","282","getActiveRollType","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","283","292","getCurrentItemLink","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","293","304","syncSessionStateFromRollSession","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","305","317","updateSessionRollWindow","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","318","325","closeRollSession","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","326","342","getSelectionTargetCount","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","343","354","getExpectedWinnerCount","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","355","365","getAllowedRolls","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","366","376","updateLocalRollState","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","377","384","acquireItemTracker","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","385","394","getRollTypeBucket","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","395","410","getBucketPriority","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","411","435","getDisplayTier","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","436","439","isExplicitResponseStatus","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","440","455","canTransitionResponseState","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","456","474","getDenialMessage","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","475","498","getOrCreateResponse","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","499","512","clearResponseState","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","513","524","ensureResponseSession","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","525","531","isRollSubmissionOpen","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","532","555","buildEligibilityResult","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","556","562","getEligibilityBaseReason","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","563","566","isAwardRollType","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","567","665","buildCandidateEligibility","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","666","678","traceEligibility","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","679","703","getAwardValidationMessage","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","704","721","buildWinnerValidationResult","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","722","725","isSelectableRollResponse","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","726","750","getAwardValidationResponseReason","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","751","794","syncResponseEligibility","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","795","813","seedReservedCandidates","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","814","827","seedTieRerollCandidates","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","828","833","refreshMaterializedResponses","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","834","845","finalizeMaterializedResponses","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","846","874","applyAcceptedRollResponse","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","875","897","applyExplicitResponse","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","898","904","getResponsePlus","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","905","920","compareResolvedEntries","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","921","933","areResolvedEntriesTied","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","934","960","buildResolvedEntries","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","961","991","buildTieGroups","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","992","1057","buildResolution","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","1058","1084","buildRowCounterText","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","1085","1108","buildRowInfoText","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","1109","1152","submitExplicitResponse","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","1153","1171","clearRollEntries","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","1172","1189","addRoll","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","1190","1205","resetRolls","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","1206","1260","submitIncomingRoll","local_function","No","local","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","1261","1282","module:Roll","method_colon","Yes","module","","","","name-collision","rename","new"
"Services","!KRT/Services/Rolls.lua","1283","1286","module:PlayerPass","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","1287","1290","module:PlayerCancel","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","1291","1297","module:RollStatus","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","1298","1323","module:RecordRolls","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","1324","1334","module:CHAT_MSG_SYSTEM","method_colon","Yes","module","","","","name-collision","rename","new"
"Services","!KRT/Services/Rolls.lua","1335","1348","module:SubmitDebugRoll","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","1349","1352","module:GetRolls","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","1353","1358","module:SetRolled","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","1359","1375","module:DidRoll","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","1376","1408","module:HighestRoll","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Services","!KRT/Services/Rolls.lua","1409","1416","module:ClearRolls","method_colon","Yes","module","","","","structural-pattern","keep","new"
